feature_code,name,type,year,age,sex,number_assessed
S12000045,East Dunbartonshire,Local Authority,2015/16,All,Male,20
S12000045,East Dunbartonshire,Local Authority,2015/16,All,Female,12
S12000045,East Dunbartonshire,Local Authority,2016/17,All,Male,31
S12000045,East Dunbartonshire,Local Authority,2016/17,All,Female,10
S12000045,East Dunbartonshire,Local Authority,2017/18,All,Male,51
S12000045,East Dunbartonshire,Local Authority,2017/18,All,Female,16
S12000045,East Dunbartonshire,Local Authority,2018/19,All,Male,57
S12000045,East Dunbartonshire,Local Authority,2018/19,All,Female,10
S12000039,West Dunbartonshire,Local Authority,2006/07,All,Male,293
S12000039,West Dunbartonshire,Local Authority,2006/07,All,Female,109
S12000039,West Dunbartonshire,Local Authority,2007/08,All,Male,263
S12000039,West Dunbartonshire,Local Authority,2007/08,All,Female,122
S12000039,West Dunbartonshire,Local Authority,2008/09,All,Male,368
S12000039,West Dunbartonshire,Local Authority,2008/09,All,Female,139
S12000039,West Dunbartonshire,Local Authority,2009/10,All,Male,299
S12000039,West Dunbartonshire,Local Authority,2009/10,All,Female,132
S12000039,West Dunbartonshire,Local Authority,2010/11,All,Male,303
S12000039,West Dunbartonshire,Local Authority,2010/11,All,Female,118
S12000039,West Dunbartonshire,Local Authority,2011/12,All,Male,291
S12000039,West Dunbartonshire,Local Authority,2011/12,All,Female,125
S12000039,West Dunbartonshire,Local Authority,2012/13,All,Male,240
S12000039,West Dunbartonshire,Local Authority,2012/13,All,Female,97
S12000039,West Dunbartonshire,Local Authority,2013/14,All,Male,252
S12000039,West Dunbartonshire,Local Authority,2013/14,All,Female,114
S12000039,West Dunbartonshire,Local Authority,2014/15,All,Male,257
S12000039,West Dunbartonshire,Local Authority,2014/15,All,Female,114
S12000039,West Dunbartonshire,Local Authority,2015/16,All,Male,210
S12000039,West Dunbartonshire,Local Authority,2015/16,All,Female,100
S12000039,West Dunbartonshire,Local Authority,2016/17,All,Male,187
S12000039,West Dunbartonshire,Local Authority,2016/17,All,Female,104
S12000039,West Dunbartonshire,Local Authority,2017/18,All,Male,182
S12000039,West Dunbartonshire,Local Authority,2017/18,All,Female,89
S12000039,West Dunbartonshire,Local Authority,2018/19,All,Male,210
S12000039,West Dunbartonshire,Local Authority,2018/19,All,Female,107
S12000042,Dundee City,Local Authority,2006/07,All,Male,393
S12000042,Dundee City,Local Authority,2006/07,All,Female,176
S12000042,Dundee City,Local Authority,2007/08,All,Male,511
S12000042,Dundee City,Local Authority,2007/08,All,Female,245
S12000042,Dundee City,Local Authority,2008/09,All,Male,557
S12000042,Dundee City,Local Authority,2008/09,All,Female,329
S12000042,Dundee City,Local Authority,2009/10,All,Male,460
S12000042,Dundee City,Local Authority,2009/10,All,Female,223
S12000042,Dundee City,Local Authority,2010/11,All,Male,314
S12000042,Dundee City,Local Authority,2010/11,All,Female,156
S12000042,Dundee City,Local Authority,2011/12,All,Male,235
S12000042,Dundee City,Local Authority,2011/12,All,Female,161
S12000042,Dundee City,Local Authority,2012/13,All,Male,308
S12000042,Dundee City,Local Authority,2012/13,All,Female,211
S12000042,Dundee City,Local Authority,2013/14,All,Male,NA
S12000042,Dundee City,Local Authority,2013/14,All,Female,NA
S12000042,Dundee City,Local Authority,2014/15,All,Male,314
S12000042,Dundee City,Local Authority,2014/15,All,Female,162
S12000042,Dundee City,Local Authority,2015/16,All,Male,235
S12000042,Dundee City,Local Authority,2015/16,All,Female,138
S12000042,Dundee City,Local Authority,2016/17,All,Male,184
S12000042,Dundee City,Local Authority,2016/17,All,Female,136
S12000042,Dundee City,Local Authority,2017/18,All,Male,221
S12000042,Dundee City,Local Authority,2017/18,All,Female,139
S12000042,Dundee City,Local Authority,2018/19,All,Male,206
S12000042,Dundee City,Local Authority,2018/19,All,Female,97
S12000036,City of Edinburgh,Local Authority,2006/07,All,Male,763
S12000036,City of Edinburgh,Local Authority,2006/07,All,Female,365
S12000036,City of Edinburgh,Local Authority,2007/08,All,Male,871
S12000036,City of Edinburgh,Local Authority,2007/08,All,Female,437
S12000036,City of Edinburgh,Local Authority,2008/09,All,Male,991
S12000036,City of Edinburgh,Local Authority,2008/09,All,Female,449
S12000036,City of Edinburgh,Local Authority,2009/10,All,Male,775
S12000036,City of Edinburgh,Local Authority,2009/10,All,Female,316
S12000036,City of Edinburgh,Local Authority,2010/11,All,Male,866
S12000036,City of Edinburgh,Local Authority,2010/11,All,Female,331
S12000036,City of Edinburgh,Local Authority,2011/12,All,Male,846
S12000036,City of Edinburgh,Local Authority,2011/12,All,Female,326
S12000036,City of Edinburgh,Local Authority,2012/13,All,Male,648
S12000036,City of Edinburgh,Local Authority,2012/13,All,Female,305
S12000036,City of Edinburgh,Local Authority,2013/14,All,Male,833
S12000036,City of Edinburgh,Local Authority,2013/14,All,Female,330
S12000036,City of Edinburgh,Local Authority,2014/15,All,Male,832
S12000036,City of Edinburgh,Local Authority,2014/15,All,Female,337
S12000036,City of Edinburgh,Local Authority,2015/16,All,Male,922
S12000036,City of Edinburgh,Local Authority,2015/16,All,Female,338
S12000036,City of Edinburgh,Local Authority,2016/17,All,Male,1086
S12000036,City of Edinburgh,Local Authority,2016/17,All,Female,384
S12000036,City of Edinburgh,Local Authority,2017/18,All,Male,930
S12000036,City of Edinburgh,Local Authority,2017/18,All,Female,306
S12000036,City of Edinburgh,Local Authority,2018/19,All,Male,902
S12000036,City of Edinburgh,Local Authority,2018/19,All,Female,318
S12000013,Na h-Eileanan Siar,Local Authority,2006/07,All,Male,21
S12000013,Na h-Eileanan Siar,Local Authority,2006/07,All,Female,7
S12000013,Na h-Eileanan Siar,Local Authority,2007/08,All,Male,28
S12000013,Na h-Eileanan Siar,Local Authority,2007/08,All,Female,8
S12000013,Na h-Eileanan Siar,Local Authority,2008/09,All,Male,23
S12000013,Na h-Eileanan Siar,Local Authority,2008/09,All,Female,6
S12000013,Na h-Eileanan Siar,Local Authority,2009/10,All,Male,NA
S12000013,Na h-Eileanan Siar,Local Authority,2009/10,All,Female,NA
S12000013,Na h-Eileanan Siar,Local Authority,2010/11,All,Male,24
S12000013,Na h-Eileanan Siar,Local Authority,2010/11,All,Female,9
S12000013,Na h-Eileanan Siar,Local Authority,2011/12,All,Male,32
S12000013,Na h-Eileanan Siar,Local Authority,2011/12,All,Female,6
S12000013,Na h-Eileanan Siar,Local Authority,2012/13,All,Male,22
S12000013,Na h-Eileanan Siar,Local Authority,2012/13,All,Female,6
S12000013,Na h-Eileanan Siar,Local Authority,2013/14,All,Male,NA
S12000013,Na h-Eileanan Siar,Local Authority,2013/14,All,Female,NA
S12000013,Na h-Eileanan Siar,Local Authority,2014/15,All,Male,19
S12000013,Na h-Eileanan Siar,Local Authority,2014/15,All,Female,5
S12000013,Na h-Eileanan Siar,Local Authority,2015/16,All,Male,23
S12000013,Na h-Eileanan Siar,Local Authority,2015/16,All,Female,5
S12000013,Na h-Eileanan Siar,Local Authority,2016/17,All,Male,27
S12000013,Na h-Eileanan Siar,Local Authority,2016/17,All,Female,7
S12000013,Na h-Eileanan Siar,Local Authority,2017/18,All,Male,11
S12000013,Na h-Eileanan Siar,Local Authority,2017/18,All,Female,8
S12000013,Na h-Eileanan Siar,Local Authority,2018/19,All,Male,NA
S12000013,Na h-Eileanan Siar,Local Authority,2018/19,All,Female,NA
S12000014,Falkirk,Local Authority,2006/07,All,Male,223
S12000014,Falkirk,Local Authority,2006/07,All,Female,89
S12000014,Falkirk,Local Authority,2007/08,All,Male,195
S12000014,Falkirk,Local Authority,2007/08,All,Female,76
S12000014,Falkirk,Local Authority,2008/09,All,Male,211
S12000014,Falkirk,Local Authority,2008/09,All,Female,84
S12000014,Falkirk,Local Authority,2009/10,All,Male,179
S12000014,Falkirk,Local Authority,2009/10,All,Female,84
S12000014,Falkirk,Local Authority,2010/11,All,Male,201
S12000014,Falkirk,Local Authority,2010/11,All,Female,72
S12000014,Falkirk,Local Authority,2011/12,All,Male,202
S12000014,Falkirk,Local Authority,2011/12,All,Female,73
S12000014,Falkirk,Local Authority,2012/13,All,Male,183
S12000014,Falkirk,Local Authority,2012/13,All,Female,101
S12000014,Falkirk,Local Authority,2013/14,All,Male,275
S12000014,Falkirk,Local Authority,2013/14,All,Female,102
S12000014,Falkirk,Local Authority,2014/15,All,Male,280
S12000014,Falkirk,Local Authority,2014/15,All,Female,130
S12000014,Falkirk,Local Authority,2015/16,All,Male,238
S12000014,Falkirk,Local Authority,2015/16,All,Female,89
S12000014,Falkirk,Local Authority,2016/17,All,Male,229
S12000014,Falkirk,Local Authority,2016/17,All,Female,68
S12000014,Falkirk,Local Authority,2017/18,All,Male,251
S12000014,Falkirk,Local Authority,2017/18,All,Female,119
S12000014,Falkirk,Local Authority,2018/19,All,Male,278
S12000014,Falkirk,Local Authority,2018/19,All,Female,101
S12000047,Fife,Local Authority,2006/07,All,Male,837
S12000047,Fife,Local Authority,2006/07,All,Female,439
S12000047,Fife,Local Authority,2007/08,All,Male,1243
S12000047,Fife,Local Authority,2007/08,All,Female,635
S12000047,Fife,Local Authority,2008/09,All,Male,653
S12000047,Fife,Local Authority,2008/09,All,Female,293
S12000047,Fife,Local Authority,2009/10,All,Male,619
S12000047,Fife,Local Authority,2009/10,All,Female,302
S12000047,Fife,Local Authority,2010/11,All,Male,697
S12000047,Fife,Local Authority,2010/11,All,Female,343
S12000047,Fife,Local Authority,2011/12,All,Male,632
S12000047,Fife,Local Authority,2011/12,All,Female,309
S12000047,Fife,Local Authority,2012/13,All,Male,715
S12000047,Fife,Local Authority,2012/13,All,Female,320
S12000047,Fife,Local Authority,2013/14,All,Male,755
S12000047,Fife,Local Authority,2013/14,All,Female,375
S12000047,Fife,Local Authority,2014/15,All,Male,769
S12000047,Fife,Local Authority,2014/15,All,Female,366
S12000047,Fife,Local Authority,2015/16,All,Male,815
S12000047,Fife,Local Authority,2015/16,All,Female,381
S12000047,Fife,Local Authority,2016/17,All,Male,653
S12000047,Fife,Local Authority,2016/17,All,Female,251
S12000047,Fife,Local Authority,2017/18,All,Male,719
S12000047,Fife,Local Authority,2017/18,All,Female,275
S12000047,Fife,Local Authority,2018/19,All,Male,630
S12000047,Fife,Local Authority,2018/19,All,Female,281
S12000049,Glasgow City,Local Authority,2006/07,All,Male,1549
S12000049,Glasgow City,Local Authority,2006/07,All,Female,606
S12000049,Glasgow City,Local Authority,2007/08,All,Male,1359
S12000049,Glasgow City,Local Authority,2007/08,All,Female,534
S12000049,Glasgow City,Local Authority,2008/09,All,Male,1203
S12000049,Glasgow City,Local Authority,2008/09,All,Female,505
S12000049,Glasgow City,Local Authority,2009/10,All,Male,964
S12000049,Glasgow City,Local Authority,2009/10,All,Female,393
S12000049,Glasgow City,Local Authority,2010/11,All,Male,1079
S12000049,Glasgow City,Local Authority,2010/11,All,Female,384
S12000049,Glasgow City,Local Authority,2011/12,All,Male,1231
S12000049,Glasgow City,Local Authority,2011/12,All,Female,496
S12000049,Glasgow City,Local Authority,2012/13,All,Male,1496
S12000049,Glasgow City,Local Authority,2012/13,All,Female,621
S12000049,Glasgow City,Local Authority,2013/14,All,Male,NA
S12000049,Glasgow City,Local Authority,2013/14,All,Female,NA
S12000049,Glasgow City,Local Authority,2014/15,All,Male,1420
S12000049,Glasgow City,Local Authority,2014/15,All,Female,567
S12000049,Glasgow City,Local Authority,2015/16,All,Male,1154
S12000049,Glasgow City,Local Authority,2015/16,All,Female,464
S12000049,Glasgow City,Local Authority,2016/17,All,Male,1253
S12000049,Glasgow City,Local Authority,2016/17,All,Female,476
S12000049,Glasgow City,Local Authority,2017/18,All,Male,1088
S12000049,Glasgow City,Local Authority,2017/18,All,Female,493
S12000049,Glasgow City,Local Authority,2018/19,All,Male,940
S12000049,Glasgow City,Local Authority,2018/19,All,Female,377
S12000017,Highland,Local Authority,2006/07,All,Male,497
S12000017,Highland,Local Authority,2006/07,All,Female,164
S12000017,Highland,Local Authority,2007/08,All,Male,269
S12000017,Highland,Local Authority,2007/08,All,Female,108
S12000017,Highland,Local Authority,2008/09,All,Male,152
S12000017,Highland,Local Authority,2008/09,All,Female,65
S12000017,Highland,Local Authority,2009/10,All,Male,186
S12000017,Highland,Local Authority,2009/10,All,Female,72
S12000017,Highland,Local Authority,2010/11,All,Male,191
S12000017,Highland,Local Authority,2010/11,All,Female,52
S12000017,Highland,Local Authority,2011/12,All,Male,220
S12000017,Highland,Local Authority,2011/12,All,Female,62
S12000017,Highland,Local Authority,2012/13,All,Male,205
S12000017,Highland,Local Authority,2012/13,All,Female,72
S12000017,Highland,Local Authority,2013/14,All,Male,151
S12000017,Highland,Local Authority,2013/14,All,Female,52
S12000017,Highland,Local Authority,2014/15,All,Male,191
S12000017,Highland,Local Authority,2014/15,All,Female,71
S12000017,Highland,Local Authority,2015/16,All,Male,129
S12000017,Highland,Local Authority,2015/16,All,Female,52
S12000017,Highland,Local Authority,2016/17,All,Male,148
S12000017,Highland,Local Authority,2016/17,All,Female,56
S12000017,Highland,Local Authority,2017/18,All,Male,110
S12000017,Highland,Local Authority,2017/18,All,Female,58
S12000017,Highland,Local Authority,2018/19,All,Male,131
S12000017,Highland,Local Authority,2018/19,All,Female,46
S12000018,Inverclyde,Local Authority,2006/07,All,Male,221
S12000018,Inverclyde,Local Authority,2006/07,All,Female,98
S12000018,Inverclyde,Local Authority,2007/08,All,Male,187
S12000018,Inverclyde,Local Authority,2007/08,All,Female,91
S12000018,Inverclyde,Local Authority,2008/09,All,Male,222
S12000018,Inverclyde,Local Authority,2008/09,All,Female,103
S12000018,Inverclyde,Local Authority,2009/10,All,Male,175
S12000018,Inverclyde,Local Authority,2009/10,All,Female,71
S12000018,Inverclyde,Local Authority,2010/11,All,Male,172
S12000018,Inverclyde,Local Authority,2010/11,All,Female,60
S12000018,Inverclyde,Local Authority,2011/12,All,Male,178
S12000018,Inverclyde,Local Authority,2011/12,All,Female,67
S12000018,Inverclyde,Local Authority,2012/13,All,Male,156
S12000018,Inverclyde,Local Authority,2012/13,All,Female,63
S12000018,Inverclyde,Local Authority,2013/14,All,Male,142
S12000018,Inverclyde,Local Authority,2013/14,All,Female,65
S12000018,Inverclyde,Local Authority,2014/15,All,Male,153
S12000018,Inverclyde,Local Authority,2014/15,All,Female,39
S12000018,Inverclyde,Local Authority,2015/16,All,Male,134
S12000018,Inverclyde,Local Authority,2015/16,All,Female,43
S12000018,Inverclyde,Local Authority,2016/17,All,Male,126
S12000018,Inverclyde,Local Authority,2016/17,All,Female,31
S12000018,Inverclyde,Local Authority,2017/18,All,Male,111
S12000018,Inverclyde,Local Authority,2017/18,All,Female,50
S12000018,Inverclyde,Local Authority,2018/19,All,Male,125
S12000018,Inverclyde,Local Authority,2018/19,All,Female,42
S12000050,North Lanarkshire,Local Authority,2006/07,All,Male,245
S12000050,North Lanarkshire,Local Authority,2006/07,All,Female,93
S12000050,North Lanarkshire,Local Authority,2007/08,All,Male,352
S12000050,North Lanarkshire,Local Authority,2007/08,All,Female,96
S12000050,North Lanarkshire,Local Authority,2008/09,All,Male,304
S12000050,North Lanarkshire,Local Authority,2008/09,All,Female,93
S12000050,North Lanarkshire,Local Authority,2009/10,All,Male,463
S12000050,North Lanarkshire,Local Authority,2009/10,All,Female,190
S12000050,North Lanarkshire,Local Authority,2010/11,All,Male,596
S12000050,North Lanarkshire,Local Authority,2010/11,All,Female,220
S12000050,North Lanarkshire,Local Authority,2011/12,All,Male,555
S12000050,North Lanarkshire,Local Authority,2011/12,All,Female,172
S12000050,North Lanarkshire,Local Authority,2012/13,All,Male,584
S12000050,North Lanarkshire,Local Authority,2012/13,All,Female,203
S12000050,North Lanarkshire,Local Authority,2013/14,All,Male,679
S12000050,North Lanarkshire,Local Authority,2013/14,All,Female,203
S12000050,North Lanarkshire,Local Authority,2014/15,All,Male,633
S12000050,North Lanarkshire,Local Authority,2014/15,All,Female,185
S12000050,North Lanarkshire,Local Authority,2015/16,All,Male,663
S12000050,North Lanarkshire,Local Authority,2015/16,All,Female,203
S12000050,North Lanarkshire,Local Authority,2016/17,All,Male,683
S12000050,North Lanarkshire,Local Authority,2016/17,All,Female,207
S12000050,North Lanarkshire,Local Authority,2017/18,All,Male,682
S12000050,North Lanarkshire,Local Authority,2017/18,All,Female,206
S12000050,North Lanarkshire,Local Authority,2018/19,All,Male,668
S12000050,North Lanarkshire,Local Authority,2018/19,All,Female,207
S12000029,South Lanarkshire,Local Authority,2006/07,All,Male,288
S12000029,South Lanarkshire,Local Authority,2006/07,All,Female,112
S12000029,South Lanarkshire,Local Authority,2007/08,All,Male,343
S12000029,South Lanarkshire,Local Authority,2007/08,All,Female,140
S12000029,South Lanarkshire,Local Authority,2008/09,All,Male,325
S12000029,South Lanarkshire,Local Authority,2008/09,All,Female,135
S12000029,South Lanarkshire,Local Authority,2009/10,All,Male,388
S12000029,South Lanarkshire,Local Authority,2009/10,All,Female,164
S12000029,South Lanarkshire,Local Authority,2010/11,All,Male,262
S12000029,South Lanarkshire,Local Authority,2010/11,All,Female,111
S12000029,South Lanarkshire,Local Authority,2011/12,All,Male,272
S12000029,South Lanarkshire,Local Authority,2011/12,All,Female,97
S12000029,South Lanarkshire,Local Authority,2012/13,All,Male,280
S12000029,South Lanarkshire,Local Authority,2012/13,All,Female,110
S12000029,South Lanarkshire,Local Authority,2013/14,All,Male,368
S12000029,South Lanarkshire,Local Authority,2013/14,All,Female,135
S12000029,South Lanarkshire,Local Authority,2014/15,All,Male,350
S12000029,South Lanarkshire,Local Authority,2014/15,All,Female,119
S12000029,South Lanarkshire,Local Authority,2015/16,All,Male,588
S12000029,South Lanarkshire,Local Authority,2015/16,All,Female,195
